Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
519,MSI,2 in 1 Convertible,14.0,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,32GB,2TB SSD,Apple M3 GPU,Linux,2.36kg,206531.8
520,Razer,Netbook,17.3,2560x1600,Apple M3 Pro,64GB,512GB SSD,NVIDIA RTX 4060,Linux,2.14kg,132561.16
521,MSI,Workstation,16.0,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,32GB,256GB SSD,AMD Radeon 780M,Linux,1.95kg,191562.7
522,Lenovo,Netbook,15.6,1920x1080,Intel Core i5 1240P 3.3GHz,64GB,1TB SSD,Apple M3 GPU,Windows 11,2.47kg,149740.98
523,Razer,Netbook,13.3,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,NVIDIA RTX 4050,Windows 11,1.04kg,118222.8
524,Razer,Ultrabook,16.0,2560x1600,AMD Ryzen 7 7840HS 3.8GHz,16GB,2TB SSD,Apple M3 GPU,Windows 10,1.16kg,225102.75
525,HP,Ultrabook,14.0,Retina 2560x1600,Apple M2,32GB,256GB SSD,NVIDIA RTX 4050,Windows 10,1.85kg,110543.09
526,Lenovo,Notebook,14.0,3840x2160,Intel Core i5 1240P 3.3GHz,64GB,1TB SSD,NVIDIA RTX 4060,Windows 10,1.77kg,85603.38
527,Microsoft,Netbook,14.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,32GB,512GB SSD,Apple M3 GPU,Linux,1.22kg,198596.39
528,HP,Notebook,16.0,1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,NVIDIA RTX 4070,No OS,2.41kg,234895.39
529,Asus,Notebook,17.3,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,Integrated AMD Radeon,Windows 10,1.02kg,248872.1
530,HP,2 in 1 Convertible,17.3,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,64GB,256GB SSD,Apple M3 GPU,Linux,2.07kg,214191.58
531,Razer,Ultrabook,17.3,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,NVIDIA RTX 4070,Windows 10,1.38kg,33076.02
532,Samsung,Gaming,17.3,OLED 2880x1800,Apple M2,16GB,1TB SSD,NVIDIA RTX 4050,macOS,2.27kg,39838.48
533,Microsoft,Ultrabook,13.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,NVIDIA RTX 4060,Windows 10,1.68kg,97663.16
534,Samsung,Workstation,14.0,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,NVIDIA RTX 4060,Windows 10,1.11kg,109031.04
535,Lenovo,Ultrabook,16.0,3840x2160,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,Intel Iris Xe,Windows 10,1.86kg,132673.92
536,Samsung,Netbook,13.3,1920x1200,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,AMD Radeon 780M,Windows 10,1.37kg,193337.51
537,Dell,Notebook,17.3,3840x2160,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,Integrated AMD Radeon,Windows 11,1.18kg,46250.45
538,Apple,Gaming,16.0,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,Intel Iris Xe,Windows 10,2.5kg,89395.35
539,HP,Netbook,14.0,Retina 2560x1600,Apple M3 Pro,64GB,1TB SSD,Integrated AMD Radeon,Windows 10,1.77kg,194599.2
540,Apple,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,Apple M3 GPU,Windows 10,1.74kg,234993.56
541,Apple,Notebook,13.3,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,16GB,1TB SSD,NVIDIA RTX 4050,No OS,1.57kg,48270.87
542,HP,Notebook,14.0,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.3kg,69923.33
543,Samsung,Netbook,16.0,2880x1800,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,Integrated AMD Radeon,Linux,1.51kg,179624.28
544,Acer,Notebook,17.3,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,AMD Radeon 780M,No OS,2.15kg,118811.48
545,Apple,Workstation,16.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,NVIDIA RTX 4050,macOS,1.73kg,143015.59
546,Microsoft,Gaming,17.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,Integrated AMD Radeon,Linux,2.25kg,155315.88
547,Apple,2 in 1 Convertible,15.6,Retina 2560x1600,Apple M2,16GB,1TB SSD,AMD Radeon 780M,No OS,2.48kg,67156.58
548,Samsung,Notebook,17.3,OLED 2880x1800,Apple M2,32GB,256GB SSD,NVIDIA RTX 4060,macOS,1.21kg,40240.82
549,Dell,Workstation,14.0,1920x1080,Intel Core i9 13900H 5.4GHz,64GB,256GB SSD,Integrated AMD Radeon,Linux,2.33kg,170795.85
550,Acer,Gaming,13.3,2880x1800,Apple M3 Pro,64GB,1TB SSD,NVIDIA RTX 4050,Windows 10,1.32kg,158079.73
551,Razer,Workstation,13.3,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,16GB,2TB SSD,Intel Iris Xe,Linux,1.46kg,87769.33
552,Acer,Workstation,14.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,NVIDIA RTX 4050,Windows 11,2.44kg,195200.24
553,Dell,Ultrabook,14.0,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,NVIDIA RTX 4070,Windows 10,1.23kg,87870.38
554,Apple,Netbook,13.3,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,32GB,256GB SSD,NVIDIA RTX 4070,No OS,1.97kg,98676.77
555,Razer,Notebook,14.0,2880x1800,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,Integrated AMD Radeon,Windows 11,1.1kg,32127.54
556,Asus,2 in 1 Convertible,14.0,2880x1800,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,AMD Radeon 780M,macOS,1.63kg,219712.05
557,Samsung,Workstation,13.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,Apple M3 GPU,macOS,1.69kg,238954.21
558,Dell,Notebook,15.6,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,NVIDIA RTX 4070,Windows 10,1.59kg,185677.04
559,Apple,2 in 1 Convertible,16.0,3840x2160,Intel Core i7 1360P 3.7GHz,32GB,1TB SSD,Integrated AMD Radeon,Windows 10,1.17kg,144429.88
560,Samsung,Gaming,15.6,1920x1080,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,Integrated AMD Radeon,Windows 10,1.43kg,189600.47
561,MSI,Workstation,15.6,2880x1800,Intel Core i7 1360P 3.7GHz,16GB,256GB SSD,Intel Iris Xe,Windows 10,2.09kg,175525.31
562,Acer,Notebook,16.0,2880x1800,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,Apple M3 GPU,No OS,1.94kg,59011.7
563,Samsung,Gaming,16.0,OLED 2880x1800,Apple M3 Pro,64GB,256GB SSD,Apple M3 GPU,Linux,1.06kg,91494.87
564,Asus,Workstation,16.0,2560x1600,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,Apple M3 GPU,macOS,1.56kg,210833.44
565,Razer,Netbook,16.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,64GB,1TB SSD,NVIDIA RTX 4050,macOS,1.15kg,201569.59
566,Dell,Ultrabook,15.6,1920x1200,Apple M2,64GB,256GB SSD,Intel Iris Xe,Windows 10,1.61kg,121687.96
567,MSI,Ultrabook,17.3,3840x2160,Intel Core i7 1360P 3.7GHz,32GB,512GB SSD,NVIDIA RTX 4050,No OS,2.07kg,154692.64
568,Apple,Ultrabook,16.0,1920x1080,Apple M3 Pro,8GB,2TB SSD,Apple M3 GPU,Linux,1.41kg,221439.22
569,HP,Workstation,13.3,OLED 2880x1800,Apple M2,8GB,512GB SSD,AMD Radeon 780M,No OS,1.21kg,136664.78
570,Microsoft,Ultrabook,13.3,1920x1200,Intel Core i5 1240P 3.3GHz,8GB,512GB SSD,Integrated AMD Radeon,Windows 10,2.34kg,53129.65
571,Microsoft,2 in 1 Convertible,13.3,2880x1800,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,NVIDIA RTX 4060,No OS,1.5kg,167391.66
572,MSI,Ultrabook,14.0,IPS Panel 1920x1080,Apple M2,32GB,1TB SSD,Apple M3 GPU,macOS,1.71kg,129752.67
573,Dell,Notebook,15.6,1920x1080,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,AMD Radeon 780M,No OS,1.17kg,147497.65
574,Samsung,Workstation,14.0,1920x1200,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,Intel Iris Xe,Linux,1.01kg,76181.69
575,MSI,Workstation,14.0,IPS Panel 1920x1080,Apple M2,8GB,256GB SSD,Apple M3 GPU,Windows 11,1.26kg,64568.28
576,MSI,Workstation,14.0,3840x2160,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,Integrated AMD Radeon,No OS,1.7kg,152790.78
577,Asus,2 in 1 Convertible,13.3,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,8GB,256GB SSD,Intel Iris Xe,macOS,1.08kg,96193.67
578,HP,Notebook,16.0,1920x1200,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,NVIDIA RTX 4060,No OS,2.03kg,65858.36
579,Microsoft,Notebook,13.3,IPS Panel 1920x1080,Apple M3 Pro,16GB,512GB SSD,NVIDIA RTX 4060,macOS,1.65kg,49262.95
580,HP,Ultrabook,16.0,IPS Panel 1920x1080,Apple M3 Pro,8GB,2TB SSD,NVIDIA RTX 4060,Windows 10,1.72kg,206020.92
581,Razer,Ultrabook,16.0,IPS Panel 1920x1080,Apple M3 Pro,16GB,512GB SSD,NVIDIA RTX 4070,No OS,1.95kg,88427.73
582,HP,2 in 1 Convertible,14.0,2560x1600,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,NVIDIA RTX 4070,Windows 11,1.31kg,93387.94
583,MSI,Notebook,16.0,1920x1200,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,AMD Radeon 780M,macOS,2.32kg,245070.79
584,MSI,Notebook,14.0,2560x1600,Apple M3 Pro,8GB,2TB SSD,NVIDIA RTX 4070,No OS,1.52kg,65616.69
585,Dell,Gaming,16.0,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,NVIDIA RTX 4060,macOS,2.12kg,173694.64
586,Apple,Gaming,15.6,IPS Panel 1920x1080,Apple M3 Pro,32GB,256GB SSD,AMD Radeon 780M,macOS,1.06kg,180588.56
587,Asus,2 in 1 Convertible,14.0,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,Intel Iris Xe,Windows 11,2.45kg,85233.77
588,Apple,Notebook,16.0,2560x1600,Apple M3 Pro,32GB,256GB SSD,Apple M3 GPU,Windows 11,1.97kg,152437.63
589,Dell,Ultrabook,14.0,IPS Panel 1920x1080,Apple M3 Pro,32GB,512GB SSD,Integrated AMD Radeon,Windows 11,1.61kg,50185.41
590,HP,Workstation,15.6,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,64GB,1TB SSD,Apple M3 GPU,macOS,2.0kg,249893.83
591,Dell,Gaming,14.0,1920x1200,Apple M3 Pro,16GB,512GB SSD,Intel Iris Xe,Linux,1.4kg,216878.74
592,Dell,Notebook,13.3,OLED 2880x1800,Apple M2,64GB,1TB SSD,Intel Iris Xe,Linux,1.72kg,147672.13
593,Asus,Notebook,13.3,OLED 2880x1800,Apple M3 Pro,64GB,2TB SSD,NVIDIA RTX 4070,No OS,1.27kg,104549.03
594,Microsoft,2 in 1 Convertible,15.6,1920x1080,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,AMD Radeon 780M,macOS,2.02kg,121729.86
595,Lenovo,Gaming,16.0,3840x2160,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,Integrated AMD Radeon,Windows 10,2.48kg,239153.12
596,HP,Workstation,14.0,Retina 2560x1600,Apple M3 Pro,32GB,1TB SSD,Intel Iris Xe,Windows 10,1.05kg,235163.24
597,Apple,Notebook,13.3,2880x1800,Intel Core i7 1360P 3.7GHz,16GB,1TB SSD,Intel Iris Xe,macOS,1.18kg,30307.66
598,Lenovo,2 in 1 Convertible,14.0,2880x1800,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,AMD Radeon 780M,Windows 10,2.11kg,81198.22
599,Lenovo,Workstation,13.3,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,Intel Iris Xe,macOS,1.32kg,157503.38
600,MSI,Notebook,14.0,2880x1800,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,NVIDIA RTX 4060,No OS,2.33kg,138552.97
601,Acer,Notebook,14.0,Retina 2560x1600,Apple M2,8GB,512GB SSD,NVIDIA RTX 4070,Windows 11,1.29kg,99477.36
602,Asus,Workstation,16.0,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,NVIDIA RTX 4070,Linux,1.74kg,163786.43
603,MSI,Netbook,17.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,AMD Radeon 780M,Windows 10,2.15kg,65005.56
604,Asus,Ultrabook,17.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,8GB,1TB SSD,NVIDIA RTX 4070,macOS,1.5kg,89867.06
605,Razer,Netbook,17.3,1920x1080,Apple M2,32GB,2TB SSD,Intel Iris Xe,No OS,2.45kg,243616.23
606,Asus,Gaming,17.3,Retina 2560x1600,Apple M3 Pro,16GB,2TB SSD,Intel Iris Xe,Linux,2.41kg,167998.39
607,Razer,Gaming,15.6,2880x1800,Intel Core i5 1240P 3.3GHz,8GB,1TB SSD,Apple M3 GPU,Windows 10,1.19kg,193484.2
608,MSI,Notebook,15.6,OLED 2880x1800,Apple M3 Pro,64GB,1TB SSD,AMD Radeon 780M,Windows 10,1.31kg,132600.5
609,Microsoft,Workstation,13.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,8GB,2TB SSD,NVIDIA RTX 4070,Windows 10,1.42kg,175493.61
610,HP,Gaming,15.6,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,2TB SSD,AMD Radeon 780M,Linux,2.01kg,45554.38
611,HP,Netbook,14.0,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,256GB SSD,AMD Radeon 780M,Windows 10,1.94kg,244851.21
612,MSI,Gaming,13.3,2560x1600,Apple M2,8GB,1TB SSD,Apple M3 GPU,Linux,2.2kg,71035.77
613,Razer,Notebook,16.0,Retina 2560x1600,Apple M3 Pro,8GB,256GB SSD,NVIDIA RTX 4070,macOS,1.04kg,125770.33
614,Dell,2 in 1 Convertible,15.6,2560x1600,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,Intel Iris Xe,macOS,2.48kg,161391.52
615,Dell,Gaming,17.3,1920x1080,Apple M2,64GB,512GB SSD,NVIDIA RTX 4070,Windows 11,1.72kg,56105.67
616,MSI,Netbook,16.0,2880x1800,Apple M3 Pro,64GB,1TB SSD,NVIDIA RTX 4060,Windows 10,2.15kg,237880.5
617,MSI,Workstation,15.6,2880x1800,Apple M2,16GB,1TB SSD,Intel Iris Xe,No OS,1.95kg,125959.53
618,HP,Gaming,14.0,Retina 2560x1600,Apple M2,8GB,512GB SSD,Integrated AMD Radeon,Windows 10,1.89kg,37080.48
619,MSI,2 in 1 Convertible,13.3,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,16GB,256GB SSD,NVIDIA RTX 4070,macOS,1.33kg,128852.69
620,Dell,Netbook,17.3,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,32GB,2TB SSD,Apple M3 GPU,macOS,1.4kg,54621.2
621,Samsung,2 in 1 Convertible,13.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,1TB SSD,NVIDIA RTX 4060,Windows 11,1.36kg,179941.69
622,Lenovo,Workstation,16.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,512GB SSD,NVIDIA RTX 4060,Linux,2.31kg,85219.2
623,Lenovo,Notebook,15.6,3840x2160,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,Integrated AMD Radeon,Windows 10,1.93kg,141285.96
624,Samsung,Workstation,16.0,1920x1200,Apple M3 Pro,8GB,512GB SSD,AMD Radeon 780M,No OS,2.43kg,146805.61
625,Apple,Netbook,15.6,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,Integrated AMD Radeon,Windows 10,1.43kg,69851.47
626,Razer,Notebook,15.6,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,32GB,512GB SSD,NVIDIA RTX 4050,Linux,2.37kg,44575.99
627,Dell,Notebook,16.0,IPS Panel 1920x1080,Apple M3 Pro,8GB,2TB SSD,Apple M3 GPU,Windows 11,2.06kg,197754.97
628,HP,Notebook,14.0,Retina 2560x1600,Apple M3 Pro,64GB,256GB SSD,NVIDIA RTX 4060,macOS,1.31kg,156889.59
629,MSI,2 in 1 Convertible,13.3,1920x1200,AMD Ryzen 5 7530U 2.0GHz,8GB,256GB SSD,NVIDIA RTX 4060,Linux,1.03kg,52148.85
630,Asus,Notebook,17.3,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,Integrated AMD Radeon,No OS,1.06kg,168279.32
631,HP,2 in 1 Convertible,14.0,2560x1600,Apple M3 Pro,64GB,2TB SSD,Integrated AMD Radeon,No OS,1.4kg,110400.84
632,Samsung,Notebook,13.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,16GB,512GB SSD,Integrated AMD Radeon,Windows 11,1.47kg,67090.87
633,Razer,Notebook,13.3,1920x1080,Intel Core i5 1240P 3.3GHz,32GB,256GB SSD,NVIDIA RTX 4050,Windows 11,2.41kg,119740.57
634,Dell,Workstation,17.3,2880x1800,Apple M2,16GB,256GB SSD,Intel Iris Xe,Windows 10,1.81kg,105903.62
635,HP,Notebook,14.0,IPS Panel 1920x1080,Apple M2,32GB,512GB SSD,Integrated AMD Radeon,Windows 11,1.65kg,64546.47
636,Samsung,Ultrabook,14.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,512GB SSD,Apple M3 GPU,Linux,2.36kg,174737.61
637,Lenovo,2 in 1 Convertible,15.6,1920x1080,Apple M2,16GB,1TB SSD,NVIDIA RTX 4070,macOS,1.66kg,58577.99
638,Lenovo,Gaming,13.3,1920x1200,Apple M3 Pro,8GB,1TB SSD,NVIDIA RTX 4050,Windows 11,1.81kg,73399.72
639,Razer,Workstation,16.0,3840x2160,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,Apple M3 GPU,macOS,1.57kg,128507.65
640,MSI,Netbook,17.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,64GB,1TB SSD,NVIDIA RTX 4050,Windows 10,1.81kg,57801.64
641,Razer,Ultrabook,16.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,NVIDIA RTX 4050,macOS,1.49kg,115854.81
642,Asus,Ultrabook,17.3,1920x1200,Intel Core i7 1360P 3.7GHz,32GB,512GB SSD,NVIDIA RTX 4070,Windows 10,1.29kg,141232.6
643,Lenovo,Netbook,13.3,3840x2160,Apple M2,64GB,1TB SSD,Integrated AMD Radeon,No OS,2.34kg,145517.39
644,Apple,Workstation,13.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,Apple M3 GPU,No OS,1.82kg,32949.4
645,HP,2 in 1 Convertible,13.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,NVIDIA RTX 4070,Windows 10,1.57kg,225412.43
646,Apple,Workstation,16.0,1920x1200,Apple M2,64GB,256GB SSD,NVIDIA RTX 4070,Windows 11,1.92kg,100275.39
647,Dell,Netbook,13.3,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,AMD Radeon 780M,Windows 10,1.12kg,157632.38
648,Apple,Gaming,17.3,2560x1600,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,NVIDIA RTX 4060,Linux,1.78kg,112505.32
649,Razer,Ultrabook,14.0,2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,AMD Radeon 780M,Linux,1.66kg,76225.56
650,Apple,Netbook,15.6,2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,AMD Radeon 780M,Linux,1.88kg,106665.37
651,MSI,Ultrabook,17.3,1920x1080,Apple M3 Pro,32GB,256GB SSD,Integrated AMD Radeon,Windows 11,1.61kg,187212.67
652,Asus,2 in 1 Convertible,16.0,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,NVIDIA RTX 4050,Linux,2.48kg,32700.86
653,Asus,Workstation,13.3,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,Integrated AMD Radeon,Windows 11,2.18kg,114109.62
654,Razer,Ultrabook,17.3,3840x2160,AMD Ryzen 5 7530U 2.0GHz,32GB,512GB SSD,AMD Radeon 780M,Windows 10,1.06kg,94138.33
655,Lenovo,Workstation,15.6,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,512GB SSD,AMD Radeon 780M,macOS,1.36kg,231380.0
656,HP,Ultrabook,17.3,3840x2160,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,AMD Radeon 780M,Windows 10,1.58kg,175526.18
657,HP,Workstation,17.3,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,AMD Radeon 780M,Linux,2.37kg,187970.63
658,Apple,Notebook,13.3,3840x2160,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,NVIDIA RTX 4060,No OS,1.11kg,45126.66
659,Asus,Notebook,15.6,1920x1080,Apple M3 Pro,8GB,2TB SSD,NVIDIA RTX 4050,Windows 11,1.02kg,150254.8
660,MSI,Workstation,14.0,2560x1600,AMD Ryzen 7 7840HS 3.8GHz,64GB,1TB SSD,NVIDIA RTX 4050,macOS,2.31kg,178928.38
661,MSI,Ultrabook,14.0,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,AMD Radeon 780M,Windows 10,1.43kg,182409.36
662,Lenovo,Ultrabook,16.0,2560x1600,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,NVIDIA RTX 4070,Windows 11,2.21kg,124582.61
663,Lenovo,Ultrabook,14.0,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,Apple M3 GPU,Windows 10,1.01kg,175676.88
664,Samsung,Workstation,13.3,2560x1600,Apple M3 Pro,64GB,2TB SSD,NVIDIA RTX 4060,Linux,2.44kg,92156.22
665,Asus,Ultrabook,16.0,3840x2160,Apple M3 Pro,64GB,2TB SSD,NVIDIA RTX 4050,Windows 10,2.15kg,159644.29
666,Asus,Notebook,16.0,Retina 2560x1600,Apple M3 Pro,64GB,1TB SSD,NVIDIA RTX 4070,Windows 11,2.48kg,80996.04
667,HP,Gaming,13.3,2560x1600,Apple M3 Pro,16GB,1TB SSD,Apple M3 GPU,macOS,2.32kg,41119.5
668,Acer,Gaming,13.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,8GB,1TB SSD,NVIDIA RTX 4050,No OS,2.3kg,43369.55
669,Microsoft,Gaming,17.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,16GB,1TB SSD,NVIDIA RTX 4050,Windows 10,1.59kg,200768.65
670,Dell,Notebook,15.6,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,64GB,512GB SSD,Intel Iris Xe,No OS,1.27kg,45796.31
671,Asus,Ultrabook,17.3,2880x1800,Apple M3 Pro,32GB,1TB SSD,Intel Iris Xe,Linux,1.41kg,129708.78
672,Razer,Notebook,13.3,2880x1800,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,NVIDIA RTX 4060,Linux,1.69kg,92752.78
673,MSI,Ultrabook,16.0,3840x2160,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,Apple M3 GPU,No OS,2.13kg,66456.7
674,Lenovo,Workstation,14.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,AMD Radeon 780M,Windows 10,1.36kg,40077.69
675,Apple,Netbook,17.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,Apple M3 GPU,Linux,1.09kg,80746.82
676,Acer,Gaming,17.3,2560x1600,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,Apple M3 GPU,Linux,1.47kg,187528.72
677,HP,Netbook,16.0,1920x1200,AMD Ryzen 5 7530U 2.0GHz,32GB,2TB SSD,NVIDIA RTX 4050,Linux,1.49kg,197084.09
678,Lenovo,Netbook,17.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,NVIDIA RTX 4070,Linux,2.17kg,197899.49
679,Acer,Notebook,16.0,2560x1600,Intel Core i5 1240P 3.3GHz,8GB,1TB SSD,NVIDIA RTX 4070,Windows 10,2.1kg,66703.71
680,Asus,Gaming,17.3,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,1TB SSD,NVIDIA RTX 4050,No OS,1.61kg,205390.31
681,Apple,Notebook,15.6,1920x1080,Intel Core i9 13900H 5.4GHz,16GB,2TB SSD,AMD Radeon 780M,No OS,1.98kg,46554.91
682,Apple,Workstation,16.0,1920x1200,Apple M2,32GB,2TB SSD,NVIDIA RTX 4060,No OS,2.38kg,77885.79
683,Microsoft,Netbook,15.6,3840x2160,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,Intel Iris Xe,Linux,1.71kg,144726.16
684,Razer,Ultrabook,14.0,1920x1200,Apple M2,16GB,512GB SSD,AMD Radeon 780M,Windows 10,1.26kg,75772.23
685,Razer,Netbook,15.6,1920x1080,AMD Ryzen 5 7530U 2.0GHz,8GB,256GB SSD,AMD Radeon 780M,Linux,1.57kg,147110.93
686,Dell,Ultrabook,17.3,2880x1800,Intel Core i7 1360P 3.7GHz,32GB,256GB SSD,Intel Iris Xe,No OS,1.79kg,149489.55
687,Lenovo,Gaming,13.3,2560x1600,Apple M2,32GB,256GB SSD,Apple M3 GPU,Windows 10,1.1kg,65540.63
688,Lenovo,2 in 1 Convertible,17.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,Intel Iris Xe,macOS,1.73kg,180110.57
689,Apple,2 in 1 Convertible,15.6,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,NVIDIA RTX 4050,Linux,1.6kg,34140.57
690,Microsoft,Ultrabook,13.3,3840x2160,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,Apple M3 GPU,macOS,1.51kg,96577.84
691,Apple,Ultrabook,16.0,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,16GB,2TB SSD,NVIDIA RTX 4050,No OS,2.33kg,33175.84
692,Dell,Ultrabook,15.6,3840x2160,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,Integrated AMD Radeon,No OS,1.58kg,160159.61
693,MSI,Ultrabook,17.3,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,Apple M3 GPU,No OS,1.01kg,159955.9
